date,medicine_id,medicine_name,category,sales,price,base_criticality,day_of_week,month,year,is_weekend,season,season_name,current_stock,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30
2025-10-16,MED003,Arthéméther 20mg,Antipaludéen,426,2500,10,3,10,2025,0,1,rainy,10093,608.0,498.0,535.0,502.0,481.0,450.42857142857144,520.9285714285714,523.5333333333333
2025-10-16,MED004,SRO (Sel Réhydratation),Réhydratation,51,500,9,3,10,2025,0,1,rainy,1796,106.0,81.0,54.0,80.0,58.0,66.42857142857143,62.57142857142857,61.333333333333336
2025-10-16,MED005,Métronidazole 250mg,Antiparasitaire,53,2000,7,3,10,2025,0,1,rainy,1832,70.0,54.0,38.0,45.0,51.0,46.142857142857146,45.42857142857143,46.63333333333333
2025-10-16,MED006,Ibuprofène 400mg,Anti-inflammatoire,56,1800,6,3,10,2025,0,1,rainy,1008,64.0,97.0,75.0,43.0,94.0,59.714285714285715,60.42857142857143,60.666666666666664
2025-10-16,MED007,Ciprofloxacine 500mg,Antibiotique,46,4000,8,3,10,2025,0,1,rainy,1390,50.0,37.0,45.0,40.0,52.0,40.0,39.357142857142854,39.166666666666664
2025-10-16,MED008,Quinine 300mg,Antipaludéen,165,5000,9,3,10,2025,0,1,rainy,5389,295.0,295.0,174.0,175.0,227.0,200.71428571428572,198.21428571428572,194.93333333333334
2025-10-16,MED009,ORS + Zinc,Réhydratation,58,800,8,3,10,2025,0,1,rainy,1100,115.0,99.0,50.0,88.0,91.0,75.57142857142857,77.14285714285714,76.8
2025-10-16,MED010,Ceftriaxone 1g,Antibiotique,21,6000,9,3,10,2025,0,1,rainy,458,32.0,36.0,20.0,24.0,36.0,22.571428571428573,22.928571428571427,23.1
2025-10-16,MED011,Vaccin Méningite,Vaccin,8,8000,10,3,10,2025,0,1,rainy,334,9.0,13.0,12.0,8.0,13.0,9.571428571428571,10.0,10.233333333333333
2025-10-16,MED012,Moustiquaire imprégnée,Prévention,178,3000,8,3,10,2025,0,1,rainy,5251,162.0,279.0,156.0,201.0,249.0,185.71428571428572,179.92857142857142,179.13333333333333
2025-10-16,MED013,Cétirizine 10mg,Antiallergique,38,1200,5,3,10,2025,0,1,rainy,1654,52.0,57.0,34.0,30.0,32.0,37.857142857142854,36.357142857142854,35.06666666666667
2025-10-16,MED014,Oméprazole 20mg,Gastrique,30,2500,6,3,10,2025,0,1,rainy,1200,55.0,58.0,38.0,40.0,36.0,44.0,41.214285714285715,39.63333333333333
2025-10-16,MED015,Salbutamol inhalateur,Respiratoire,16,4500,7,3,10,2025,0,1,rainy,310,24.0,23.0,18.0,12.0,16.0,17.142857142857142,16.714285714285715,15.9
2025-10-17,MED001,Paracétamol 500mg,Antalgique,84,1500,9,4,10,2025,0,1,rainy,2475,111.0,113.0,96.0,88.0,91.0,98.0,95.92857142857143,95.5
2025-10-17,MED002,Amoxicilline 500mg,Antibiotique,75,3500,8,4,10,2025,0,1,rainy,1670,58.0,69.0,53.0,60.0,76.0,60.714285714285715,62.785714285714285,67.0
2025-10-17,MED003,Arthéméther 20mg,Antipaludéen,535,2500,10,4,10,2025,0,1,rainy,19013,426.0,612.0,441.0,596.0,793.0,463.85714285714283,516.5714285714286,514.9333333333333
2025-10-17,MED004,SRO (Sel Réhydratation),Réhydratation,61,500,9,4,10,2025,0,1,rainy,2494,51.0,75.0,79.0,63.0,68.0,63.857142857142854,62.42857142857143,61.1
2025-10-17,MED005,Métronidazole 250mg,Antiparasitaire,58,2000,7,4,10,2025,0,1,rainy,1689,53.0,46.0,39.0,59.0,65.0,48.857142857142854,45.357142857142854,46.4
2025-10-17,MED006,Ibuprofène 400mg,Anti-inflammatoire,77,1800,6,4,10,2025,0,1,rainy,1329,56.0,77.0,55.0,66.0,55.0,62.857142857142854,61.214285714285715,61.4
2025-10-17,MED007,Ciprofloxacine 500mg,Antibiotique,26,4000,8,4,10,2025,0,1,rainy,686,46.0,58.0,36.0,38.0,46.0,38.57142857142857,38.5,38.5
2025-10-17,MED008,Quinine 300mg,Antipaludéen,185,5000,9,4,10,2025,0,1,rainy,6267,165.0,265.0,181.0,226.0,279.0,201.28571428571428,195.28571428571428,191.8
2025-10-17,MED009,ORS + Zinc,Réhydratation,70,800,8,4,10,2025,0,1,rainy,1312,58.0,97.0,53.0,87.0,100.0,78.0,75.92857142857143,75.8
2025-10-17,MED010,Ceftriaxone 1g,Antibiotique,18,6000,9,4,10,2025,0,1,rainy,730,21.0,26.0,19.0,28.0,32.0,22.428571428571427,22.214285714285715,22.633333333333333
2025-10-17,MED011,Vaccin Méningite,Vaccin,12,8000,10,4,10,2025,0,1,rainy,422,8.0,14.0,9.0,11.0,13.0,10.0,10.071428571428571,10.2
2025-10-17,MED012,Moustiquaire imprégnée,Prévention,192,3000,8,4,10,2025,0,1,rainy,6322,178.0,261.0,197.0,156.0,261.0,185.0,182.5,176.83333333333334
2025-10-17,MED013,Cétirizine 10mg,Antiallergique,28,1200,5,4,10,2025,0,1,rainy,779,38.0,34.0,42.0,27.0,40.0,35.857142857142854,36.42857142857143,34.666666666666664
2025-10-17,MED014,Oméprazole 20mg,Gastrique,44,2500,6,4,10,2025,0,1,rainy,1369,30.0,62.0,49.0,48.0,42.0,43.285714285714285,40.92857142857143,39.7
2025-10-17,MED015,Salbutamol inhalateur,Respiratoire,11,4500,7,4,10,2025,0,1,rainy,479,16.0,21.0,15.0,12.0,24.0,16.571428571428573,16.642857142857142,15.466666666666667
2025-10-18,MED001,Paracétamol 500mg,Antalgique,69,1500,9,5,10,2025,1,1,rainy,1574,84.0,143.0,43.0,54.0,94.0,101.71428571428571,97.0,94.66666666666667
2025-10-18,MED002,Amoxicilline 500mg,Antibiotique,43,3500,8,5,10,2025,1,1,rainy,1835,75.0,70.0,31.0,32.0,51.0,62.42857142857143,63.57142857142857,66.73333333333333
2025-10-18,MED003,Arthéméther 20mg,Antipaludéen,238,2500,10,5,10,2025,1,1,rainy,7161,535.0,608.0,280.0,393.0,646.0,457.85714285714283,505.5,501.3333333333333
2025-10-18,MED004,SRO (Sel Réhydratation),Réhydratation,36,500,9,5,10,2025,1,1,rainy,983,61.0,106.0,29.0,27.0,49.0,64.85714285714286,63.07142857142857,60.666666666666664
2025-10-18,MED005,Métronidazole 250mg,Antiparasitaire,34,2000,7,5,10,2025,1,1,rainy,898,58.0,70.0,25.0,31.0,62.0,50.142857142857146,45.57142857142857,45.46666666666667
2025-10-18,MED006,Ibuprofène 400mg,Anti-inflammatoire,26,1800,6,5,10,2025,1,1,rainy,441,77.0,64.0,32.0,35.0,63.0,62.0,60.57142857142857,60.166666666666664
2025-10-18,MED007,Ciprofloxacine 500mg,Antibiotique,16,4000,8,5,10,2025,1,1,rainy,436,26.0,50.0,24.0,16.0,42.0,37.42857142857143,38.5,37.63333333333333
2025-10-18,MED008,Quinine 300mg,Antipaludéen,118,5000,9,5,10,2025,1,1,rainy,2491,185.0,295.0,88.0,98.0,134.0,205.57142857142858,196.71428571428572,191.26666666666668
2025-10-18,MED009,ORS + Zinc,Réhydratation,46,800,8,5,10,2025,1,1,rainy,1638,70.0,115.0,55.0,54.0,80.0,76.71428571428571,75.35714285714286,74.66666666666667
2025-10-18,MED010,Ceftriaxone 1g,Antibiotique,11,6000,9,5,10,2025,1,1,rainy,363,18.0,32.0,13.0,9.0,27.0,22.142857142857142,22.357142857142858,22.1
2025-10-18,MED011,Vaccin Méningite,Vaccin,6,8000,10,5,10,2025,1,1,rainy,173,12.0,9.0,7.0,5.0,10.0,9.857142857142858,10.142857142857142,10.066666666666666
2025-10-18,MED012,Moustiquaire imprégnée,Prévention,94,3000,8,5,10,2025,1,1,rainy,3156,192.0,162.0,124.0,111.0,167.0,180.71428571428572,181.28571428571428,174.4
2025-10-18,MED013,Cétirizine 10mg,Antiallergique,27,1200,5,5,10,2025,1,1,rainy,750,28.0,52.0,19.0,23.0,29.0,37.0,36.714285714285715,34.6
2025-10-18,MED014,Oméprazole 20mg,Gastrique,22,2500,6,5,10,2025,1,1,rainy,636,44.0,55.0,29.0,25.0,51.0,42.285714285714285,40.714285714285715,38.733333333333334
2025-10-18,MED015,Salbutamol inhalateur,Respiratoire,7,4500,7,5,10,2025,1,1,rainy,221,11.0,24.0,9.0,11.0,11.0,16.285714285714285,16.357142857142858,15.333333333333334
2025-10-19,MED001,Paracétamol 500mg,Antalgique,51,1500,9,6,10,2025,1,1,rainy,950,69.0,111.0,46.0,65.0,102.0,102.42857142857143,96.0,92.96666666666667
2025-10-19,MED002,Amoxicilline 500mg,Antibiotique,39,3500,8,6,10,2025,1,1,rainy,588,43.0,58.0,43.0,47.0,57.0,61.857142857142854,63.0,66.13333333333334
2025-10-19,MED003,Arthéméther 20mg,Antipaludéen,296,2500,10,6,10,2025,1,1,rainy,5378,238.0,426.0,288.0,400.0,522.0,459.0,498.07142857142856,493.8
2025-10-19,MED004,SRO (Sel Réhydratation),Réhydratation,27,500,9,6,10,2025,1,1,rainy,1072,36.0,51.0,44.0,37.0,53.0,62.42857142857143,62.357142857142854,59.8
2025-10-19,MED005,Métronidazole 250mg,Antiparasitaire,35,2000,7,6,10,2025,1,1,rainy,743,34.0,53.0,36.0,25.0,40.0,50.0,46.285714285714285,45.3
2025-10-19,MED006,Ibuprofène 400mg,Anti-inflammatoire,36,1800,6,6,10,2025,1,1,rainy,840,26.0,56.0,37.0,41.0,76.0,61.857142857142854,60.214285714285715,58.833333333333336
2025-10-19,MED007,Ciprofloxacine 500mg,Antibiotique,22,4000,8,6,10,2025,1,1,rainy,618,16.0,46.0,29.0,29.0,36.0,36.42857142857143,38.0,37.166666666666664
2025-10-19,MED008,Quinine 300mg,Antipaludéen,90,5000,9,6,10,2025,1,1,rainy,3241,118.0,165.0,116.0,119.0,193.0,201.85714285714286,194.64285714285714,187.83333333333334
2025-10-19,MED009,ORS + Zinc,Réhydratation,33,800,8,6,10,2025,1,1,rainy,547,46.0,58.0,52.0,38.0,80.0,74.0,75.0,73.1
2025-10-19,MED010,Ceftriaxone 1g,Antibiotique,15,6000,9,6,10,2025,1,1,rainy,524,11.0,21.0,11.0,16.0,27.0,22.714285714285715,22.285714285714285,21.7
2025-10-19,MED011,Vaccin Méningite,Vaccin,5,8000,10,6,10,2025,1,1,rainy,145,6.0,8.0,7.0,7.0,12.0,9.571428571428571,10.0,9.833333333333334
2025-10-19,MED012,Moustiquaire imprégnée,Prévention,104,3000,8,6,10,2025,1,1,rainy,2923,94.0,178.0,99.0,87.0,151.0,181.42857142857142,182.5,172.83333333333334
2025-10-19,MED013,Cétirizine 10mg,Antiallergique,19,1200,5,6,10,2025,1,1,rainy,569,27.0,38.0,23.0,19.0,35.0,36.42857142857143,36.714285714285715,34.06666666666667
2025-10-19,MED014,Oméprazole 20mg,Gastrique,24,2500,6,6,10,2025,1,1,rainy,858,22.0,30.0,25.0,16.0,28.0,42.142857142857146,41.285714285714285,38.6
2025-10-19,MED015,Salbutamol inhalateur,Respiratoire,10,4500,7,6,10,2025,1,1,rainy,263,7.0,16.0,12.0,12.0,20.0,16.0,16.214285714285715,15.0
2025-10-20,MED001,Paracétamol 500mg,Antalgique,118,1500,9,0,10,2025,0,1,rainy,3092,51.0,84.0,146.0,123.0,72.0,98.42857142857143,95.64285714285714,94.5
2025-10-20,MED002,Amoxicilline 500mg,Antibiotique,89,3500,8,0,10,2025,0,1,rainy,2545,39.0,75.0,79.0,82.0,49.0,63.285714285714285,63.5,67.46666666666667
2025-10-20,MED003,Arthéméther 20mg,Antipaludéen,842,2500,10,0,10,2025,0,1,rainy,30220,296.0,535.0,498.0,569.0,342.0,508.14285714285717,517.5714285714286,510.46666666666664
2025-10-20,MED004,SRO (Sel Réhydratation),Réhydratation,101,500,9,0,10,2025,0,1,rainy,3663,27.0,61.0,81.0,58.0,44.0,65.28571428571429,65.42857142857143,61.7
2025-10-20,MED005,Métronidazole 250mg,Antiparasitaire,80,2000,7,0,10,2025,0,1,rainy,2725,35.0,58.0,54.0,46.0,37.0,53.714285714285715,48.714285714285715,46.733333333333334
2025-10-20,MED006,Ibuprofène 400mg,Anti-inflammatoire,99,1800,6,0,10,2025,0,1,rainy,1954,36.0,77.0,97.0,58.0,46.0,62.142857142857146,63.142857142857146,60.6
2025-10-20,MED007,Ciprofloxacine 500mg,Antibiotique,35,4000,8,0,10,2025,0,1,rainy,1133,22.0,26.0,37.0,51.0,17.0,36.142857142857146,36.857142857142854,37.766666666666666
2025-10-20,MED008,Quinine 300mg,Antipaludéen,293,5000,9,0,10,2025,0,1,rainy,8065,90.0,185.0,295.0,253.0,97.0,201.57142857142858,197.5,194.36666666666667
2025-10-20,MED009,ORS + Zinc,Réhydratation,77,800,8,0,10,2025,0,1,rainy,2359,33.0,70.0,99.0,94.0,34.0,70.85714285714286,73.78571428571429,74.53333333333333
2025-10-20,MED010,Ceftriaxone 1g,Antibiotique,31,6000,9,0,10,2025,0,1,rainy,758,15.0,18.0,36.0,30.0,12.0,22.0,22.357142857142858,22.333333333333332
2025-10-20,MED011,Vaccin Méningite,Vaccin,14,8000,10,0,10,2025,0,1,rainy,619,5.0,12.0,13.0,15.0,5.0,9.714285714285714,9.928571428571429,10.133333333333333
2025-10-20,MED012,Moustiquaire imprégnée,Prévention,281,3000,8,0,10,2025,0,1,rainy,6673,104.0,192.0,279.0,268.0,77.0,181.71428571428572,183.42857142857142,179.63333333333333
2025-10-20,MED013,Cétirizine 10mg,Antiallergique,40,1200,5,0,10,2025,0,1,rainy,1045,19.0,28.0,57.0,37.0,24.0,34.0,36.92857142857143,34.6
2025-10-20,MED014,Oméprazole 20mg,Gastrique,48,2500,6,0,10,2025,0,1,rainy,864,24.0,44.0,58.0,42.0,20.0,40.714285714285715,41.714285714285715,39.53333333333333
2025-10-20,MED015,Salbutamol inhalateur,Respiratoire,24,4500,7,0,10,2025,0,1,rainy,623,10.0,11.0,23.0,23.0,7.0,16.142857142857142,16.285714285714285,15.566666666666666
2025-10-21,MED001,Paracétamol 500mg,Antalgique,153,1500,9,1,10,2025,0,1,rainy,6549,118.0,69.0,113.0,89.0,41.0,104.14285714285714,100.21428571428571,98.23333333333333
2025-10-21,MED002,Amoxicilline 500mg,Antibiotique,62,3500,8,1,10,2025,0,1,rainy,2768,89.0,43.0,69.0,65.0,45.0,62.285714285714285,63.285714285714285,68.03333333333333
2025-10-21,MED003,Arthéméther 20mg,Antipaludéen,768,2500,10,1,10,2025,0,1,rainy,23509,842.0,238.0,612.0,814.0,388.0,530.4285714285714,514.2857142857143,523.1333333333333
2025-10-21,MED004,SRO (Sel Réhydratation),Réhydratation,76,500,9,1,10,2025,0,1,rainy,2322,101.0,36.0,75.0,93.0,28.0,65.42857142857143,64.21428571428571,63.3
2025-10-21,MED005,Métronidazole 250mg,Antiparasitaire,55,2000,7,1,10,2025,0,1,rainy,1852,80.0,34.0,46.0,55.0,25.0,55.0,48.714285714285715,47.733333333333334
2025-10-21,MED006,Ibuprofène 400mg,Anti-inflammatoire,58,1800,6,1,10,2025,0,1,rainy,1950,99.0,26.0,77.0,57.0,25.0,59.42857142857143,63.214285714285715,61.7
2025-10-21,MED007,Ciprofloxacine 500mg,Antibiotique,42,4000,8,1,10,2025,0,1,rainy,652,35.0,16.0,58.0,55.0,24.0,33.857142857142854,35.92857142857143,38.36666666666667
2025-10-21,MED008,Quinine 300mg,Antipaludéen,234,5000,9,1,10,2025,0,1,rainy,7570,293.0,118.0,265.0,205.0,126.0,197.14285714285714,199.57142857142858,197.96666666666667
2025-10-21,MED009,ORS + Zinc,Réhydratation,89,800,8,1,10,2025,0,1,rainy,1528,77.0,46.0,97.0,119.0,39.0,69.71428571428571,71.64285714285714,76.2
2025-10-21,MED010,Ceftriaxone 1g,Antibiotique,36,6000,9,1,10,2025,0,1,rainy,1200,31.0,11.0,26.0,34.0,17.0,23.428571428571427,22.5,22.966666666666665
2025-10-21,MED011,Vaccin Méningite,Vaccin,10,8000,10,1,10,2025,0,1,rainy,303,14.0,6.0,14.0,9.0,5.0,9.142857142857142,10.0,10.3
2025-10-21,MED012,Moustiquaire imprégnée,Prévention,227,3000,8,1,10,2025,0,1,rainy,3816,281.0,94.0,261.0,204.0,104.0,176.85714285714286,185.07142857142858,183.73333333333332
2025-10-21,MED013,Cétirizine 10mg,Antiallergique,48,1200,5,1,10,2025,0,1,rainy,1883,40.0,27.0,34.0,51.0,18.0,36.0,36.714285714285715,35.6
2025-10-21,MED014,Oméprazole 20mg,Gastrique,59,2500,6,1,10,2025,0,1,rainy,1244,48.0,22.0,62.0,60.0,26.0,40.285714285714285,41.642857142857146,40.63333333333333
2025-10-21,MED015,Salbutamol inhalateur,Respiratoire,25,4500,7,1,10,2025,0,1,rainy,631,24.0,7.0,21.0,18.0,7.0,16.714285714285715,16.785714285714285,16.166666666666668
2025-10-22,MED001,Paracétamol 500mg,Antalgique,158,1500,9,2,10,2025,0,1,rainy,2710,153.0,51.0,143.0,131.0,114.0,106.28571428571429,102.14285714285714,99.7
2025-10-22,MED002,Amoxicilline 500mg,Antibiotique,87,3500,8,2,10,2025,0,1,rainy,2863,62.0,39.0,70.0,108.0,109.0,64.71428571428571,61.785714285714285,67.3
2025-10-22,MED003,Arthéméther 20mg,Antipaludéen,579,2500,10,2,10,2025,0,1,rainy,22083,768.0,296.0,608.0,833.0,483.0,526.2857142857143,496.14285714285717,526.3333333333334
2025-10-22,MED004,SRO (Sel Réhydratation),Réhydratation,88,500,9,2,10,2025,0,1,rainy,1367,76.0,27.0,106.0,79.0,97.0,62.857142857142854,64.85714285714286,63.0
2025-10-22,MED005,Métronidazole 250mg,Antiparasitaire,66,2000,7,2,10,2025,0,1,rainy,1963,55.0,35.0,70.0,59.0,62.0,54.42857142857143,49.214285714285715,47.86666666666667
2025-10-22,MED006,Ibuprofène 400mg,Anti-inflammatoire,63,1800,6,2,10,2025,0,1,rainy,2826,58.0,36.0,64.0,96.0,76.0,59.285714285714285,60.857142857142854,61.266666666666666
2025-10-22,MED007,Ciprofloxacine 500mg,Antibiotique,60,4000,8,2,10,2025,0,1,rainy,1426,42.0,22.0,50.0,37.0,63.0,35.285714285714285,37.57142857142857,38.266666666666666
2025-10-22,MED008,Quinine 300mg,Antipaludéen,233,5000,9,2,10,2025,0,1,rainy,5707,234.0,90.0,295.0,295.0,254.0,188.28571428571428,195.14285714285714,197.26666666666668
2025-10-22,MED009,ORS + Zinc,Réhydratation,109,800,8,2,10,2025,0,1,rainy,4677,89.0,33.0,115.0,109.0,85.0,68.85714285714286,71.64285714285714,77.0
2025-10-22,MED010,Ceftriaxone 1g,Antibiotique,26,6000,9,2,10,2025,0,1,rainy,1018,36.0,15.0,32.0,26.0,29.0,22.571428571428573,22.5,22.866666666666667
2025-10-22,MED011,Vaccin Méningite,Vaccin,12,8000,10,2,10,2025,0,1,rainy,322,10.0,5.0,9.0,14.0,12.0,9.571428571428571,9.857142857142858,10.3
2025-10-22,MED012,Moustiquaire imprégnée,Prévention,287,3000,8,2,10,2025,0,1,rainy,8699,227.0,104.0,162.0,237.0,252.0,194.71428571428572,188.64285714285714,184.9
2025-10-22,MED013,Cétirizine 10mg,Antiallergique,44,1200,5,2,10,2025,0,1,rainy,1547,48.0,19.0,52.0,53.0,38.0,34.857142857142854,36.07142857142857,35.8
2025-10-22,MED014,Oméprazole 20mg,Gastrique,44,2500,6,2,10,2025,0,1,rainy,1088,59.0,24.0,55.0,40.0,59.0,38.714285714285715,41.92857142857143,40.13333333333333
2025-10-22,MED015,Salbutamol inhalateur,Respiratoire,26,4500,7,2,10,2025,0,1,rainy,919,25.0,10.0,24.0,20.0,14.0,17.0,17.214285714285715,16.566666666666666
2025-10-23,MED001,Paracétamol 500mg,Antalgique,114,1500,9,3,10,2025,0,1,rainy,2637,158.0,118.0,111.0,99.0,118.0,106.71428571428571,103.21428571428571,99.56666666666666
2025-10-23,MED002,Amoxicilline 500mg,Antibiotique,69,3500,8,3,10,2025,0,1,rainy,3045,87.0,89.0,58.0,67.0,87.0,66.28571428571429,61.92857142857143,66.7
2025-10-23,MED003,Arthéméther 20mg,Antipaludéen,467,2500,10,3,10,2025,0,1,rainy,9253,579.0,842.0,426.0,535.0,567.0,532.1428571428571,491.2857142857143,523.0
2025-10-23,MED004,SRO (Sel Réhydratation),Réhydratation,63,500,9,3,10,2025,0,1,rainy,1677,88.0,101.0,51.0,54.0,92.0,64.57142857142857,65.5,62.03333333333333
2025-10-23,MED005,Métronidazole 250mg,Antiparasitaire,38,2000,7,3,10,2025,0,1,rainy,1582,66.0,80.0,53.0,38.0,44.0,52.285714285714285,49.214285714285715,47.666666666666664
2025-10-23,MED006,Ibuprofène 400mg,Anti-inflammatoire,77,1800,6,3,10,2025,0,1,rainy,2468,63.0,99.0,56.0,75.0,86.0,62.285714285714285,61.0,60.96666666666667
2025-10-23,MED007,Ciprofloxacine 500mg,Antibiotique,43,4000,8,3,10,2025,0,1,rainy,1753,60.0,35.0,46.0,45.0,46.0,34.857142857142854,37.42857142857143,38.166666666666664
2025-10-23,MED008,Quinine 300mg,Antipaludéen,196,5000,9,3,10,2025,0,1,rainy,3199,233.0,293.0,165.0,174.0,218.0,192.71428571428572,196.71428571428572,196.53333333333333
2025-10-23,MED009,ORS + Zinc,Réhydratation,57,800,8,3,10,2025,0,1,rainy,976,109.0,77.0,58.0,50.0,68.0,68.71428571428571,72.14285714285714,76.63333333333334
2025-10-23,MED010,Ceftriaxone 1g,Antibiotique,15,6000,9,3,10,2025,0,1,rainy,362,26.0,31.0,21.0,20.0,30.0,21.714285714285715,22.142857142857142,22.366666666666667
2025-10-23,MED011,Vaccin Méningite,Vaccin,9,8000,10,3,10,2025,0,1,rainy,200,12.0,14.0,8.0,12.0,16.0,9.714285714285714,9.642857142857142,10.066666666666666
2025-10-23,MED012,Moustiquaire imprégnée,Prévention,129,3000,8,3,10,2025,0,1,rainy,3985,287.0,281.0,178.0,156.0,281.0,187.71428571428572,186.71428571428572,179.83333333333334
2025-10-23,MED013,Cétirizine 10mg,Antiallergique,30,1200,5,3,10,2025,0,1,rainy,1166,44.0,40.0,38.0,34.0,38.0,33.714285714285715,35.785714285714285,35.53333333333333
2025-10-23,MED014,Oméprazole 20mg,Gastrique,28,2500,6,3,10,2025,0,1,rainy,1127,44.0,48.0,30.0,38.0,49.0,38.42857142857143,41.214285714285715,39.43333333333333
2025-10-23,MED015,Salbutamol inhalateur,Respiratoire,20,4500,7,3,10,2025,0,1,rainy,729,26.0,24.0,16.0,18.0,19.0,17.571428571428573,17.357142857142858,16.6
2025-10-24,MED001,Paracétamol 500mg,Antalgique,109,1500,9,4,10,2025,0,1,rainy,4687,114.0,153.0,84.0,96.0,135.0,110.28571428571429,104.14285714285714,98.7
2025-10-24,MED002,Amoxicilline 500mg,Antibiotique,55,3500,8,4,10,2025,0,1,rainy,2466,69.0,62.0,75.0,53.0,95.0,63.42857142857143,62.07142857142857,65.36666666666666
2025-10-24,MED003,Arthéméther 20mg,Antipaludéen,611,2500,10,4,10,2025,0,1,rainy,22483,467.0,768.0,535.0,441.0,646.0,543.0,503.42857142857144,521.8333333333334
2025-10-24,MED004,SRO (Sel Réhydratation),Réhydratation,57,500,9,4,10,2025,0,1,rainy,1788,63.0,76.0,61.0,79.0,58.0,64.0,63.92857142857143,62.0
2025-10-24,MED005,Métronidazole 250mg,Antiparasitaire,52,2000,7,4,10,2025,0,1,rainy,1747,38.0,55.0,58.0,39.0,63.0,51.42857142857143,50.142857142857146,47.3
2025-10-24,MED006,Ibuprofène 400mg,Anti-inflammatoire,67,1800,6,4,10,2025,0,1,rainy,1170,77.0,58.0,77.0,55.0,78.0,60.857142857142854,61.857142857142854,60.6
2025-10-24,MED007,Ciprofloxacine 500mg,Antibiotique,34,4000,8,4,10,2025,0,1,rainy,952,43.0,42.0,26.0,36.0,54.0,36.0,37.285714285714285,37.5
2025-10-24,MED008,Quinine 300mg,Antipaludéen,149,5000,9,4,10,2025,0,1,rainy,3006,196.0,234.0,185.0,181.0,208.0,187.57142857142858,194.42857142857142,194.56666666666666
2025-10-24,MED009,ORS + Zinc,Réhydratation,56,800,8,4,10,2025,0,1,rainy,1455,57.0,89.0,70.0,53.0,101.0,66.71428571428571,72.35714285714286,75.13333333333334
2025-10-24,MED010,Ceftriaxone 1g,Antibiotique,22,6000,9,4,10,2025,0,1,rainy,371,15.0,36.0,18.0,19.0,25.0,22.285714285714285,22.357142857142858,22.266666666666666
2025-10-24,MED011,Vaccin Méningite,Vaccin,12,8000,10,4,10,2025,0,1,rainy,455,9.0,10.0,12.0,9.0,15.0,9.714285714285714,9.857142857142858,9.966666666666667
2025-10-24,MED012,Moustiquaire imprégnée,Prévention,199,3000,8,4,10,2025,0,1,rainy,4016,129.0,227.0,192.0,197.0,176.0,188.71428571428572,186.85714285714286,180.6
2025-10-24,MED013,Cétirizine 10mg,Antiallergique,37,1200,5,4,10,2025,0,1,rainy,1142,30.0,48.0,28.0,42.0,49.0,35.0,35.42857142857143,35.13333333333333
2025-10-24,MED014,Oméprazole 20mg,Gastrique,51,2500,6,4,10,2025,0,1,rainy,1908,28.0,59.0,44.0,49.0,63.0,39.42857142857143,41.357142857142854,39.03333333333333
2025-10-24,MED015,Salbutamol inhalateur,Respiratoire,16,4500,7,4,10,2025,0,1,rainy,648,20.0,25.0,11.0,15.0,19.0,18.285714285714285,17.428571428571427,16.5
2025-10-25,MED001,Paracétamol 500mg,Antalgique,45,1500,9,5,10,2025,1,1,rainy,695,109.0,158.0,69.0,43.0,89.0,106.85714285714286,104.28571428571429,97.23333333333333
2025-10-25,MED002,Amoxicilline 500mg,Antibiotique,45,3500,8,5,10,2025,1,1,rainy,807,55.0,87.0,43.0,31.0,83.0,63.714285714285715,63.07142857142857,64.1
2025-10-25,MED003,Arthéméther 20mg,Antipaludéen,242,2500,10,5,10,2025,1,1,rainy,9036,611.0,579.0,238.0,280.0,635.0,543.5714285714286,500.7142857142857,508.73333333333335
2025-10-25,MED004,SRO (Sel Réhydratation),Réhydratation,32,500,9,5,10,2025,1,1,rainy,1083,57.0,88.0,36.0,29.0,52.0,63.42857142857143,64.14285714285714,61.333333333333336
2025-10-25,MED005,Métronidazole 250mg,Antiparasitaire,36,2000,7,5,10,2025,1,1,rainy,881,52.0,66.0,34.0,25.0,44.0,51.714285714285715,50.92857142857143,47.03333333333333
2025-10-25,MED006,Ibuprofène 400mg,Anti-inflammatoire,29,1800,6,5,10,2025,1,1,rainy,527,67.0,63.0,26.0,32.0,55.0,61.285714285714285,61.642857142857146,59.733333333333334
2025-10-25,MED007,Ciprofloxacine 500mg,Antibiotique,17,4000,8,5,10,2025,1,1,rainy,286,34.0,60.0,16.0,24.0,27.0,36.142857142857146,36.785714285714285,37.166666666666664
2025-10-25,MED008,Quinine 300mg,Antipaludéen,79,5000,9,5,10,2025,1,1,rainy,2208,149.0,233.0,118.0,88.0,202.0,182.0,193.78571428571428,190.46666666666667
2025-10-25,MED009,ORS + Zinc,Réhydratation,38,800,8,5,10,2025,1,1,rainy,1375,56.0,109.0,46.0,55.0,81.0,65.57142857142857,71.14285714285714,73.7
2025-10-25,MED010,Ceftriaxone 1g,Antibiotique,16,6000,9,5,10,2025,1,1,rainy,616,22.0,26.0,11.0,13.0,17.0,23.0,22.571428571428573,22.233333333333334
2025-10-25,MED011,Vaccin Méningite,Vaccin,6,8000,10,5,10,2025,1,1,rainy,108,12.0,12.0,6.0,7.0,11.0,9.714285714285714,9.785714285714286,9.8
2025-10-25,MED012,Moustiquaire imprégnée,Prévention,118,3000,8,5,10,2025,1,1,rainy,3054,199.0,287.0,94.0,124.0,162.0,192.14285714285714,186.42857142857142,179.13333333333333
